timestamp,frame,fps,latency_ms,yolo_inference_ms,face_mesh_ms,cpu_usage_percent
2026-08-20 19:52:12,504,34.82,43.17,20.87,3.6,72.5
2026-08-20 19:52:12,505,35.86,18.97,0.0,13.95,66.7
2026-08-20 19:52:12,506,36.91,6.49,0.0,3.53,65.0
2026-08-20 19:52:12,507,36.04,30.25,20.02,5.49,79.3
2026-08-20 19:52:12,508,36.41,20.05,0.0,3.56,68.2
2026-08-20 19:52:12,509,38.15,7.41,0.0,3.6,83.8
2026-08-20 19:52:12,510,35.75,62.12,22.71,5.37,68.3
2026-08-20 19:52:12,511,36.27,6.99,0.0,4.05,71.4
2026-08-20 19:52:12,512,37.94,16.09,0.0,5.04,84.2
2026-08-20 19:52:12,513,36.7,33.0,22.42,5.32,73.2
2026-08-20 19:52:12,514,35.59,25.07,0.0,5.75,70.0
2026-08-20 19:52:12,515,38.39,9.3,0.0,3.94,73.7
2026-08-20 19:52:12,516,35.99,62.85,21.14,5.58,67.9
2026-08-20 19:52:12,517,36.44,9.1,0.0,5.27,75.0
2026-08-20 19:52:12,518,38.35,11.08,0.0,5.27,73.7
2026-08-20 19:52:13,519,37.19,32.54,22.5,6.42,73.8
2026-08-20 19:52:13,520,37.11,12.04,0.0,4.8,77.5
2026-08-20 19:52:13,521,36.95,8.7,0.0,4.87,75.0
2026-08-20 19:52:13,522,35.0,49.98,24.98,4.12,78.8
2026-08-20 19:52:13,523,35.93,8.97,0.0,4.25,61.9
2026-08-20 19:52:13,524,38.26,9.94,0.0,3.89,65.0
2026-08-20 19:52:13,525,37.38,27.82,19.81,4.71,70.0
2026-08-20 19:52:13,526,35.58,31.26,0.0,4.54,72.8
2026-08-20 19:52:13,527,35.89,9.71,0.0,4.83,65.0
2026-08-20 19:52:13,528,34.16,47.37,21.77,3.73,71.2
2026-08-20 19:52:13,529,35.1,7.82,0.0,3.95,65.0
2026-08-20 19:52:13,530,36.49,12.22,0.0,4.3,88.9
2026-08-20 19:52:13,531,35.12,26.03,19.73,3.53,63.6
2026-08-20 19:52:13,532,36.8,13.35,0.0,3.45,73.0
2026-08-20 19:52:13,533,37.24,6.17,0.0,3.2,56.5
2026-08-20 19:52:13,534,35.16,51.13,19.56,3.54,71.2
2026-08-20 19:52:13,535,37.1,7.42,0.0,4.59,70.0
2026-08-20 19:52:13,536,37.43,16.73,0.0,3.52,67.5
2026-08-20 19:52:13,537,36.03,27.31,20.11,4.33,74.5
2026-08-20 19:52:13,538,35.14,32.21,0.0,3.6,61.1
2026-08-20 19:52:13,539,35.9,8.1,0.0,4.56,73.7
2026-08-20 19:52:13,540,33.81,59.68,22.37,3.87,71.0
2026-08-20 19:52:13,541,39.75,7.35,0.0,4.83,0.0
2026-08-20 19:52:13,542,39.3,20.25,0.0,4.55,70.0
2026-08-20 19:52:13,543,37.66,31.82,23.09,5.7,70.5
2026-08-20 19:52:13,544,38.27,7.7,0.0,4.82,70.0
2026-08-20 19:52:13,545,41.58,6.22,0.0,3.38,65.0
2026-08-20 19:52:13,546,38.81,62.17,22.67,4.99,69.7
2026-08-20 19:52:13,547,38.72,9.11,0.0,6.21,71.4
2026-08-20 19:52:13,548,41.48,8.2,0.0,4.4,93.3
